iteracao;valor_fo
1310;6190604.696409
1311;6190602.993921
1312;6190602.623419
1313;6190602.280188
1314;6190602.243083
1315;6190601.487371
1316;6000136.795430
1317;6000136.557617
1318;6000136.557617
1319;6000136.557617
1320;6000136.557617
1321;6000136.557617
1322;6000136.557617
1323;6000136.557617
1324;6000136.557617
1325;5949519.214310
1326;5932358.269607
1327;5932358.115436
1328;5932358.113182
1329;5932358.096629
1330;5932358.059024
1331;5932358.059024
1332;5932358.059024
1333;5932358.059024
1334;5932358.059024
1335;5932351.738727
1336;5932351.698582
1337;5932345.718659
1338;5932345.718659
1339;5932345.718659
1340;5932345.718659
1341;5897589.963542
1342;5897589.963542
1343;5897589.963542
1344;5897589.963542
1345;5897589.963542
1346;5897589.963542
1347;5897589.963542
1348;5897589.939638
1349;5897589.935745
1350;5897589.898942
1351;5897587.414013
1352;5897587.414013
1353;5897587.414013
1354;5897587.414013
1355;5897587.414013
1356;5897587.414013
1357;5897587.414013
1358;5897587.414013
1359;5897587.414013
1360;5897586.999366
1361;5897586.999366
1362;5897586.999366
1363;5897586.918128
1364;5897586.918128
1365;5897586.918128
1366;5897586.916072
1367;5897586.916072
1368;5897586.916072
1369;5897586.883122
1370;5897586.883122
1371;5897586.883122
1372;5897586.836178
1373;5897586.754941
1374;5897586.754941
1375;5897586.754941
1376;5897586.754941
1377;5897586.754941
1378;5897586.552613
1379;5897586.552613
1380;5897586.451066
1381;5897586.451066
1382;5897586.451066
1383;5897586.433895
1384;5897586.332348
1385;5897586.332348
1386;5897586.332348
1387;5897586.286598
1388;5897586.265457
1389;5897586.157529
1390;5897586.157529
1391;5897586.157529
1392;5897586.157529
1393;5882507.114959
1394;5876445.952422
1395;5876442.636044
1396;5876442.636044
1397;5876437.254309
1398;5876437.254309
1399;5876436.517237
1400;5844314.194652
1401;5833497.931822
1402;5833497.730171
1403;5833493.360150
1404;5833493.360150
1405;5833493.360150
1406;5833493.257570
1407;5833493.104567
1408;5833493.084538
1409;5833493.011045
1410;5826247.408234
1411;5789633.358286
1412;5789633.358286
1413;5789633.358286
1414;5789633.358286
1415;5789633.358286
1416;5789633.358286
1417;5789633.358286
1418;5789633.358286
1419;5789633.358286
1420;5789633.358286
1421;5789624.804408
1422;5789624.804408
1423;5789624.621877
1424;5789624.621877
1425;5789624.621877
1426;5789624.621877
1427;5789624.621877
1428;5789624.621877
1429;5789624.621877
1430;5789624.490759
1431;5789624.490759
1432;5789624.044788
1433;5789620.215971
1434;5789620.209800
1435;5789620.193728
1436;5789617.610850
1437;5789617.610850
1438;5789617.377688
1439;5789617.377688
1440;5789617.377688
1441;5789617.377688
1442;5789617.377688
1443;5789617.377688
1444;5789617.377688
1445;5789617.377688
1446;5789617.377688
1447;5789617.081228
1448;5789617.081228
1449;5789617.081228
1450;5789617.081228
1451;5789617.081228
1452;5789617.001379
1453;5789617.001379
1454;5789616.973664
1455;5789616.561955
1456;5789616.549380
1457;5789616.549380
1458;5789616.549380
1459;5789616.549380
1460;5789616.549380
1461;5789616.549380
1462;5789616.549380
1463;5789616.407374
1464;5789616.368176
1465;5789616.122507
1466;5789616.122507
1467;5789616.122507
1468;5789616.122507
1469;5789616.122507
1470;5789615.958364
1471;5789615.911160
1472;5789615.651424
1473;5733491.133178
1474;5733488.089016
1475;5733485.143314
1476;5714442.561471
1477;5714442.561471
1478;5714442.561471
1479;5699085.535863
1480;5699085.404183
1481;5699085.375972
1482;5675841.291013
1483;5652349.397041
1484;5652349.130819
1485;5652349.130819
1486;5652348.938816
1487;5652348.746812
1488;5652348.255809
1489;5652348.190293
1490;5652348.190293
